Model,Accuracy,Precision,Recall,F1_Score,False_Alarm_Rate,Missed_Attacks,Total_Attacks,Training_Time_min,Threshold_Value
Simple VAE,0.9017060364851007,0.8529038400507776,0.5050564371204735,0.6344288296263509,0.01769877712332821,42139,85139,1.7494945923487346,0.19113146
