timestamp,src_ip,dst_ip,protocol,recon_error,classification
1767528666.9912214,104.46.162.224,192.168.1.9,6,0.012753053261446594,NORMAL
1767528667.0837734,192.168.1.9,192.168.196.99,6,0.024485429041288975,NORMAL
1767528667.7355845,192.168.1.9,208.103.161.2,6,0.026292094826792754,NORMAL
1767528667.7925637,208.103.161.2,192.168.1.9,6,0.018998759635811543,NORMAL
1767528668.5878882,20.192.44.82,192.168.1.9,6,0.016924296007065232,NORMAL
1767528668.6652422,192.168.1.9,20.192.44.82,6,0.017561800001088146,NORMAL
1767528668.9503267,192.168.1.9,104.46.162.224,6,0.030091876145911224,NORMAL
1767528669.084506,192.168.1.9,192.168.196.99,6,0.01612685520510612,NORMAL
1767528669.1351693,104.46.162.224,192.168.1.9,6,0.026769600795869007,NORMAL
1767528669.1833053,192.168.1.9,104.46.162.224,6,0.03184810648672624,NORMAL
1767528669.2741458,192.168.1.9,104.46.162.224,6,0.15087589346411237,NORMAL
1767528669.3231232,104.46.162.224,192.168.1.9,6,0.3244540508565868,NORMAL
1767528669.3743522,192.168.1.9,104.46.162.224,6,0.3895466032837225,NORMAL
1767528669.4229307,192.168.1.9,142.251.223.202,6,0.011820040391025135,NORMAL
1767528669.477051,142.251.223.202,192.168.1.9,6,0.02516367264842397,NORMAL
1767528669.5637603,104.46.162.224,192.168.1.9,6,0.48318090522542784,NORMAL
1767528669.6203625,192.168.1.9,142.251.223.202,6,0.013750978528841674,NORMAL
1767528669.6763673,142.251.223.202,192.168.1.9,6,0.01648563106186752,NORMAL
1767528669.7264366,104.46.162.224,192.168.1.9,6,6.378697215011742,NORMAL
1767528669.7876117,104.46.162.224,192.168.1.9,6,12.207000192002674,NORMAL
1767528669.8876328,104.46.162.224,192.168.1.9,6,20.95889417965357,ATTACK
1767528669.9401162,104.46.162.224,192.168.1.9,6,22.313200676659854,ATTACK
1767528669.9995103,192.168.1.9,104.46.162.224,6,22.5612759668222,ATTACK
1767528670.0528715,192.168.1.9,104.46.162.224,6,22.763199526713194,ATTACK
1767528670.1061573,192.168.1.9,104.46.162.224,6,113.2422200877283,ATTACK
1767528670.1863441,104.46.162.224,192.168.1.9,6,115.03999757450363,ATTACK
1767528670.2397742,104.46.162.224,192.168.1.9,6,120.49037699194731,ATTACK
1767528670.2943883,192.168.1.9,104.46.162.224,6,120.59098415689586,ATTACK
1767528670.3513465,104.46.162.224,192.168.1.9,6,141.1345586099405,ATTACK
1767528670.4020107,192.168.1.9,104.46.162.224,6,141.11842092908006,ATTACK
1767528670.5413504,192.168.1.9,104.46.162.224,6,141.12274542026654,ATTACK
1767528670.6017137,192.168.1.9,104.46.162.224,6,141.11571537720897,ATTACK
1767528670.6514933,104.46.162.224,192.168.1.9,6,143.47198837380014,ATTACK
1767528670.7024665,192.168.1.9,142.251.223.202,6,0.013544202898598173,NORMAL
1767528670.7569091,142.251.223.202,192.168.1.9,6,0.032344786645155915,NORMAL
1767528670.844654,192.168.1.9,142.251.223.202,6,0.01368382969236659,NORMAL
1767528670.9025276,142.251.223.202,192.168.1.9,6,0.0229023140234016,NORMAL
1767528670.9546716,192.168.1.9,20.192.44.82,6,0.06649817803375088,NORMAL
1767528671.005515,20.192.44.82,192.168.1.9,6,0.06914008501701462,NORMAL
1767528671.0564427,192.168.1.9,20.189.173.7,6,0.03280147061296958,NORMAL
1767528671.1914039,192.168.1.9,20.189.173.7,6,8976.196785466578,ATTACK
1767528671.2379217,20.189.173.7,192.168.1.9,6,2524.59306662066,ATTACK
1767528671.2874665,20.189.173.7,192.168.1.9,6,457.6730454831579,ATTACK
1767528671.3364527,20.189.173.7,192.168.1.9,6,6634.2777726565255,ATTACK
1767528671.386578,20.189.173.7,192.168.1.9,6,1266.2506005832315,ATTACK
1767528671.4632132,20.189.173.7,192.168.1.9,6,2962.722955481934,ATTACK
1767528671.512654,20.189.173.7,192.168.1.9,6,2093.0129909730917,ATTACK
1767528671.5635247,192.168.1.9,20.189.173.7,6,1411.453834965044,ATTACK
1767528671.6098945,20.189.173.7,192.168.1.9,6,2416.1726604946502,ATTACK
1767528671.6611404,192.168.1.9,20.189.173.7,6,6734.192333827439,ATTACK
1767528671.7575207,192.168.1.9,216.239.32.223,6,0.022174853410253603,NORMAL
1767528671.8170547,192.168.1.9,216.239.32.223,6,3346.957163504772,ATTACK
1767528671.8685372,192.168.1.9,216.239.32.223,6,7237.404484628018,ATTACK
1767528671.9266376,192.168.1.9,216.239.32.223,6,2687.916183679541,ATTACK
1767528671.9776907,192.168.1.9,216.239.32.223,6,2023.6534874681713,ATTACK
1767528672.0884252,192.168.1.9,216.239.32.223,6,4579.400297425573,ATTACK
1767528672.1424527,192.168.1.9,216.239.32.223,6,760.8334989615382,ATTACK
1767528672.198186,192.168.1.9,216.239.32.223,6,1052.2560130640688,ATTACK
1767528672.2593553,192.168.1.9,216.239.32.223,6,1724.1859027338617,ATTACK
1767528672.3182783,192.168.1.9,216.239.32.223,6,597.9253598327801,ATTACK
1767528672.4212587,216.239.32.223,192.168.1.9,6,596.6586949176427,ATTACK
1767528672.4756196,216.239.32.223,192.168.1.9,6,738.7030348115403,ATTACK
1767528672.5330658,216.239.32.223,192.168.1.9,6,436.33542522179647,ATTACK
1767528672.583919,216.239.32.223,192.168.1.9,6,3700.894878842904,ATTACK
1767528672.6427512,216.239.32.223,192.168.1.9,6,5883.984652785371,ATTACK
1767528672.7498999,216.239.32.223,192.168.1.9,6,1604.3602038461675,ATTACK
1767528672.8073945,216.239.32.223,192.168.1.9,6,986.8504342841344,ATTACK
1767528672.8601902,216.239.32.223,192.168.1.9,6,538.6719097750195,ATTACK
1767528672.9109464,216.239.32.223,192.168.1.9,6,329.5862427480652,ATTACK
1767528672.9670405,216.239.32.223,192.168.1.9,6,827.7402324603133,ATTACK
1767528673.1118639,216.239.32.223,192.168.1.9,6,385.2954938296791,ATTACK
1767528673.1618567,216.239.32.223,192.168.1.9,6,705.671471335795,ATTACK
1767528673.214651,216.239.32.223,192.168.1.9,6,2337.8983664044645,ATTACK
1767528673.268029,216.239.32.223,192.168.1.9,6,337.4795681092582,ATTACK
1767528673.3214164,216.239.32.223,192.168.1.9,6,3379.2491497332894,ATTACK
1767528673.402699,216.239.32.223,192.168.1.9,6,341.42992987321554,ATTACK
1767528673.4545093,216.239.32.223,192.168.1.9,6,425.0341021551185,ATTACK
1767528673.5072384,216.239.32.223,192.168.1.9,6,455.1719378716676,ATTACK
1767528673.561297,216.239.32.223,192.168.1.9,6,419.55678930457634,ATTACK
1767528673.6114368,216.239.32.223,192.168.1.9,6,3726.722711385328,ATTACK
1767528673.7389565,216.239.32.223,192.168.1.9,6,1434.371447518918,ATTACK
1767528673.794932,216.239.32.223,192.168.1.9,6,385.45490676046506,ATTACK
1767528673.844931,216.239.32.223,192.168.1.9,6,356.8806740458497,ATTACK
1767528673.893145,216.239.32.223,192.168.1.9,6,512.2847580094466,ATTACK
1767528673.9462504,216.239.32.223,192.168.1.9,6,606.537463267542,ATTACK
1767528674.0379295,216.239.32.223,192.168.1.9,6,388.4394755164219,ATTACK
1767528674.0907245,216.239.32.223,192.168.1.9,6,510.0318224708827,ATTACK
1767528674.145941,216.239.32.223,192.168.1.9,6,2183.5495049696938,ATTACK
