timestamp,src_ip,dst_ip,protocol,recon_error,classification
1767528138.0501406,192.168.1.9,192.168.196.99,6,0.032504814903120766,NORMAL
1767528138.3411908,20.42.72.131,192.168.1.9,6,0.203081486024036,NORMAL
1767528138.3849587,192.168.1.9,20.42.72.131,6,0.20193035164442008,NORMAL
1767528138.4314291,192.168.1.9,20.42.72.131,6,0.2570695082086957,NORMAL
1767528138.4787872,192.168.1.9,20.42.72.131,6,0.32327165414172004,NORMAL
1767528138.5561442,76.223.31.44,192.168.1.9,6,0.03383766177319852,NORMAL
1767528138.6004639,192.168.1.9,76.223.31.44,6,0.01844270887149159,NORMAL
1767528138.64589,20.42.72.131,192.168.1.9,6,0.2713581909056012,NORMAL
1767528138.692216,20.192.44.82,192.168.1.9,6,0.011147985353651746,NORMAL
1767528138.7371979,192.168.1.9,20.192.44.82,6,0.017623964178606993,NORMAL
1767528138.842368,192.168.1.9,142.250.183.10,6,0.013664570180014945,NORMAL
1767528138.8857205,142.250.183.10,192.168.1.9,6,0.0507809122842153,NORMAL
1767528138.9316819,192.168.1.9,216.239.34.223,6,0.012252461950071668,NORMAL
1767528138.9774702,216.239.34.223,192.168.1.9,6,0.016717991885933182,NORMAL
1767528139.0987356,192.168.1.9,172.217.26.42,6,0.027404740478381758,NORMAL
1767528139.1931326,172.217.26.42,192.168.1.9,6,0.026269382230997278,NORMAL
1767528139.8792331,192.168.1.9,20.42.72.131,6,0.012394407960647068,NORMAL
1767528140.0544524,216.58.200.170,192.168.1.9,6,0.04605944230476093,NORMAL
1767528140.0996292,192.168.1.9,216.58.200.170,6,0.08222827229512641,NORMAL
1767528140.1462615,216.58.200.170,192.168.1.9,6,0.07788446238692451,NORMAL
1767528140.2535195,20.42.72.131,192.168.1.9,6,0.025180507447112883,NORMAL
1767528140.296586,192.168.1.9,20.42.72.131,6,0.024274190337029575,NORMAL
1767528140.3422081,192.168.1.9,20.42.72.131,6,0.14169936774511593,NORMAL
1767528140.3876908,192.168.1.9,216.58.200.170,6,0.11691375985680813,NORMAL
1767528140.4341228,20.42.72.131,192.168.1.9,6,0.3189542607949909,NORMAL
1767528140.5024886,192.168.1.9,20.42.72.131,6,0.37908049337399097,NORMAL
1767528140.5474613,20.42.72.131,192.168.1.9,6,6.19799381909859,NORMAL
1767528140.5985866,20.42.72.131,192.168.1.9,6,11.965662987643254,NORMAL
1767528140.6470056,20.42.72.131,192.168.1.9,6,20.511229095965767,ATTACK
1767528140.6974027,20.42.72.131,192.168.1.9,6,21.89745773840914,ATTACK
1767528140.8155518,192.168.1.9,20.42.72.131,6,22.17863353949747,ATTACK
1767528140.8642304,192.168.1.9,20.42.72.131,6,22.283099303518686,ATTACK
1767528140.90896,192.168.1.9,20.42.72.131,6,111.51503480888985,ATTACK
1767528140.9560266,192.168.1.9,4.213.25.242,6,0.024838785062095494,NORMAL
1767528141.0021405,4.213.25.242,192.168.1.9,6,0.02276426235670169,NORMAL
1767528141.1038616,20.42.72.131,192.168.1.9,6,113.2842442373323,ATTACK
1767528141.1473472,20.42.72.131,192.168.1.9,6,118.58696132569155,ATTACK
1767528141.1929452,192.168.1.9,20.42.72.131,6,118.71178033101695,ATTACK
1767528141.2378979,192.168.1.9,205.254.161.3,17,0.06170829586177666,NORMAL
1767528141.2911656,205.254.161.3,192.168.1.9,17,0.09757669560489449,NORMAL
1767528141.3631058,192.168.1.9,20.42.65.85,6,0.018845549729443547,NORMAL
1767528141.4091206,192.168.1.9,142.250.183.10,6,0.011086221905960803,NORMAL
1767528141.453292,142.250.183.10,192.168.1.9,6,0.019243569916819494,NORMAL
1767528141.4973905,192.168.1.9,142.250.183.10,6,0.015849096734526107,NORMAL
1767528141.5431783,142.250.183.10,192.168.1.9,6,0.016922688148238073,NORMAL
1767528141.6139302,20.42.65.85,192.168.1.9,6,0.018124954403159386,NORMAL
1767528141.6588755,192.168.1.9,20.42.65.85,6,0.020458805595387573,NORMAL
1767528141.705547,192.168.1.9,20.42.65.85,6,0.15390783048451587,NORMAL
1767528141.7513943,192.168.1.9,142.250.183.10,6,0.019847495152026214,NORMAL
1767528141.800709,20.42.72.131,192.168.1.9,6,138.90532621262972,ATTACK
1767528141.8958995,142.250.183.10,192.168.1.9,6,0.04575503702364515,NORMAL
1767528141.9391668,192.168.1.9,20.42.72.131,6,138.8835317997271,ATTACK
1767528141.9819214,192.168.1.9,20.42.72.131,6,0.009474984522430556,NORMAL
1767528142.026383,192.168.1.9,20.42.72.131,6,138.86441313094878,ATTACK
1767528142.0686944,192.168.1.9,20.42.72.131,6,138.88484654944003,ATTACK
1767528142.1350343,20.42.65.85,192.168.1.9,6,6.421551234291913,NORMAL
1767528142.1800194,20.42.65.85,192.168.1.9,6,12.192480189847778,NORMAL
1767528142.226581,20.42.65.85,192.168.1.9,6,20.850832199039296,ATTACK
1767528142.2716057,20.42.65.85,192.168.1.9,6,32.739489284689284,ATTACK
1767528142.3201308,20.42.65.85,192.168.1.9,6,38.63086790029861,ATTACK
1767528142.4264917,192.168.1.9,20.42.65.85,6,38.96810330068673,ATTACK
1767528142.4720232,192.168.1.9,20.42.65.85,6,39.19997352067371,ATTACK
1767528142.5202045,20.42.72.131,192.168.1.9,6,141.20268568557916,ATTACK
1767528142.5674462,20.42.72.131,192.168.1.9,6,0.022114497900101556,NORMAL
