timestamp,src_ip,dst_ip,protocol,recon_error,classification
1767517969.5072665,192.168.1.15,192.168.1.9,17,0.011103981415636312,NORMAL
1767517969.566758,20.195.84.7,192.168.1.9,6,0.015864209781369043,NORMAL
1767517969.626034,192.168.1.9,20.195.84.7,6,0.025936476706061543,NORMAL
1767517969.6878898,192.168.1.9,192.168.196.99,6,0.011905226521728108,NORMAL
1767517969.7442162,192.168.1.9,192.168.1.15,17,0.030774066586770475,NORMAL
1767517969.8588307,192.168.1.9,142.250.193.74,6,0.011737057001970783,NORMAL
1767517969.9180353,142.250.193.74,192.168.1.9,6,0.017513591018792903,NORMAL
1767517969.9750185,192.168.1.15,192.168.1.9,17,0.030706100167839888,NORMAL
1767517970.0443141,192.168.1.9,192.168.1.15,17,1.274085125234186,NORMAL
1767517970.3230202,192.168.1.15,192.168.1.9,17,8.268939380061987,NORMAL
1767517970.4131417,192.168.1.1,192.168.1.9,1,0.014075442850707175,NORMAL
1767517970.4718406,192.168.1.9,192.168.1.15,17,9.230684662313502,NORMAL
1767517970.7267342,192.168.1.15,192.168.1.9,17,9.179217711722082,NORMAL
1767517970.8615563,192.168.1.9,192.168.1.15,17,10.040827373840209,NORMAL
1767517971.0346246,192.168.1.9,51.104.15.252,6,0.10825114156239869,NORMAL
1767517971.1749697,192.168.1.9,51.104.15.252,6,1.0795949821941955,NORMAL
1767517971.2218068,192.168.1.15,192.168.1.9,17,10.004262385578071,NORMAL
1767517971.2732923,51.104.15.252,192.168.1.9,6,1.0550051187008995,NORMAL
1767517971.326987,51.104.15.252,192.168.1.9,6,1.2770620313541277,NORMAL
1767517971.3835557,192.168.1.9,142.250.193.74,6,0.019580866323564452,NORMAL
1767517971.4692812,142.250.193.74,192.168.1.9,6,0.01804147757097995,NORMAL
1767517971.5278087,192.168.1.9,192.168.1.15,17,10.809386051615611,NORMAL
1767517971.5880833,192.168.1.9,52.182.143.211,6,0.011068358577397821,NORMAL
1767517971.64541,51.104.15.252,192.168.1.9,6,1.5236110387730786,NORMAL
1767517971.7044358,192.168.1.9,51.104.15.252,6,1.374732928823971,NORMAL
1767517971.813486,192.168.1.15,192.168.1.9,17,10.816161382227135,NORMAL
1767517971.8671691,192.168.1.9,142.250.193.74,6,0.015497222378478816,NORMAL
1767517971.9274874,52.182.143.211,192.168.1.9,6,0.0172679955088256,NORMAL
1767517971.986629,192.168.1.9,52.182.143.211,6,0.02051726475401228,NORMAL
1767517972.0446167,192.168.1.9,52.182.143.211,6,0.14398427234208955,NORMAL
1767517972.141832,142.250.193.74,192.168.1.9,6,0.014030206634322915,NORMAL
1767517972.2044055,51.104.15.252,192.168.1.9,6,1.4007966856789777,NORMAL
1767517972.2690632,192.168.1.9,192.168.1.15,17,11.720523236040984,NORMAL
1767517972.3284252,192.168.1.9,142.250.193.74,6,0.029501233917122595,NORMAL
1767517972.3868155,142.250.193.74,192.168.1.9,6,0.016551661894468574,NORMAL
1767517972.4887109,52.182.143.211,192.168.1.9,6,0.31269645711240734,NORMAL
1767517972.5429041,192.168.1.9,52.182.143.211,6,0.3652359109662259,NORMAL
1767517972.602558,192.168.1.15,192.168.1.9,17,11.724130289712813,NORMAL
1767517972.6616182,192.168.1.9,192.168.1.15,17,12.689513258525697,NORMAL
1767517972.7202606,52.182.143.211,192.168.1.9,6,6.218708540274558,NORMAL
1767517972.9294717,52.182.143.211,192.168.1.9,6,11.952973098252441,NORMAL
1767517972.9753437,52.182.143.211,192.168.1.9,6,20.47552892084136,ATTACK
1767517973.0237424,52.182.143.211,192.168.1.9,6,21.871012695941893,ATTACK
1767517973.0781448,192.168.1.9,52.182.143.211,6,22.16642481281793,ATTACK
1767517973.1339073,192.168.1.9,52.182.143.211,6,22.292214881767322,ATTACK
1767517973.2280412,192.168.1.9,52.182.143.211,6,111.48435276994675,ATTACK
1767517973.2859764,192.168.1.9,142.250.193.74,6,0.015919683177115524,NORMAL
1767517973.3445218,142.250.193.74,192.168.1.9,6,0.020459427983110918,NORMAL
1767517973.4025183,192.168.1.9,142.250.193.74,6,0.014988925386989359,NORMAL
1767517973.4616256,192.168.1.15,192.168.1.9,17,12.681700931633848,NORMAL
1767517973.5527813,52.182.143.211,192.168.1.9,6,113.22768526254711,ATTACK
1767517973.6111262,52.182.143.211,192.168.1.9,6,115.04654747071453,ATTACK
1767517973.6699324,52.182.143.211,192.168.1.9,6,120.46276560242119,ATTACK
