timestamp,src_ip,dst_ip,protocol,recon_error,classification
1767452952.6663878,192.168.1.9,20.192.44.82,6,0.012304283140439255,NORMAL
1767452952.717858,20.192.44.82,192.168.1.9,6,0.018225979349814455,NORMAL
1767452953.0852325,20.192.44.82,192.168.1.9,6,0.1329046078598242,NORMAL
1767452953.1386034,192.168.1.9,20.192.44.82,6,0.12658366160636814,NORMAL
1767452953.36618,192.168.1.9,208.103.161.2,17,1.3184824343098427,NORMAL
1767452953.4408815,192.168.1.9,208.103.161.2,17,1.078421220485128,NORMAL
1767452953.490136,208.103.161.2,192.168.1.9,17,1.0354345641509939,NORMAL
1767452953.6980486,208.103.161.2,192.168.1.9,17,4.8020196095049625,NORMAL
1767452953.7443593,208.103.161.2,192.168.1.9,17,5.413386543421707,NORMAL
1767452953.7921314,192.168.1.9,208.103.161.2,17,5.220770411436828,NORMAL
1767452953.917746,192.168.1.9,205.254.161.3,17,0.019156084526462593,NORMAL
1767452953.9692147,205.254.161.3,192.168.1.9,17,0.14059694799903164,NORMAL
1767452954.0215702,192.168.1.9,20.190.146.36,6,0.009554693140627782,NORMAL
1767452954.0702279,20.190.146.36,192.168.1.9,6,0.023192976276573855,NORMAL
1767452954.1169634,192.168.1.9,20.190.146.36,6,0.04153887253815512,NORMAL
1767452954.189792,192.168.1.9,20.190.146.36,6,0.11207056360330853,NORMAL
1767452954.2418327,20.190.146.36,192.168.1.9,6,5.381347527996733,NORMAL
1767452954.2936785,20.190.146.36,192.168.1.9,6,11.04076593548199,NORMAL
1767452954.348784,20.190.146.36,192.168.1.9,6,19.145913868555354,ATTACK
1767452954.4016392,192.168.1.9,20.190.146.36,6,19.352315237223777,ATTACK
1767452954.4974873,192.168.1.9,20.190.146.36,6,19.529727865361522,ATTACK
1767452954.5484765,192.168.1.9,20.190.146.36,6,19.42577291190118,ATTACK
1767452954.5993404,192.168.1.9,20.190.146.36,6,19.366937168730626,ATTACK
1767452954.6485386,192.168.1.9,20.190.146.36,6,18.71569952733754,ATTACK
1767452954.7001147,192.168.1.9,20.190.146.36,6,81.33738051067922,ATTACK
1767452954.7744615,192.168.1.9,20.190.146.36,6,81.37913410689745,ATTACK
1767452954.8285482,20.190.146.36,192.168.1.9,6,86.06146726131716,ATTACK
1767452954.8755882,20.190.146.36,192.168.1.9,6,89.70383385155833,ATTACK
1767452954.924895,192.168.1.9,20.190.146.36,6,89.71978970815177,ATTACK
1767452954.973336,192.168.1.9,20.190.146.36,6,89.74507788660134,ATTACK
1767452955.0616522,192.168.1.9,20.190.146.36,6,89.77292298227695,ATTACK
1767452955.110698,20.190.146.36,192.168.1.9,6,92.46572012451958,ATTACK
1767452955.1607919,192.168.1.9,20.190.146.36,6,92.50049269824727,ATTACK
1767452955.2118003,20.190.146.36,192.168.1.9,6,94.19100618294323,ATTACK
1767452955.2683277,192.168.1.9,52.168.117.169,6,0.07343849739872078,NORMAL
1767452955.4083438,192.168.1.9,52.168.117.169,6,1242.796815257137,ATTACK
1767452955.4606173,20.190.146.36,192.168.1.9,6,118.44232543082036,ATTACK
1767452955.5143528,192.168.1.9,20.190.146.36,6,118.59293511318853,ATTACK
1767452955.5672894,20.190.146.36,192.168.1.9,6,122.89945736965318,ATTACK
